,지점,일시,풍속(m/s),풍향(deg),기온(°C),수온(°C),강수량(mm),적조발생(실측),적조발생(조건)
5663,추자도,2022-04-29 11:00,6.1,4,11.9,13.1,0,0,0
5664,추자도,2022-04-29 12:00,6.5,350,12,13.3,0,0,0
5665,추자도,2022-04-29 13:00,6.9,343,12.3,13.6,0,0,0
5666,추자도,2022-04-29 14:00,7.9,332,12.3,13.6,0,0,0
5667,추자도,2022-04-29 15:00,8.2,335,12.5,13.6,0,0,0
5668,추자도,2022-04-29 16:00,9.2,334,12,13.6,0,0,0
5669,추자도,2022-04-29 17:00,10.1,333,12.4,13.4,0,0,0
5670,추자도,2022-04-29 18:00,10.2,343,12.1,13.1,0,0,0
5671,추자도,2022-04-29 19:00,9.4,355,12,13,0,0,0
5672,추자도,2022-04-29 20:00,6.3,359,11,12.9,0,0,0
5673,추자도,2022-04-29 21:00,3.7,8,11.6,12.9,0,0,0
5674,추자도,2022-04-29 22:00,3.6,5,10.2,12.9,0,0,0
5675,추자도,2022-04-29 23:00,2.2,26,10.2,13.1,0,0,0
5676,추자도,2022-04-30 0:00,1.3,48,12.5,13.3,0,0,0
5677,추자도,2022-04-30 1:00,5.9,100,11.4,13.4,0,0,0
5678,추자도,2022-04-30 2:00,7.3,101,13.2,13.5,0,0,0
5679,추자도,2022-04-30 3:00,6.5,103,11.5,13.5,0,0,0
5680,추자도,2022-04-30 4:00,6.2,101,13.4,13.5,0,0,0
5681,추자도,2022-04-30 5:00,6.2,93,11.3,13.4,0,0,0
5682,추자도,2022-04-30 6:00,5.9,88,11,13.2,0,0,0
5683,추자도,2022-04-30 7:00,6,89,13.9,13.1,0,0,0
5684,추자도,2022-04-30 8:00,6.4,90,13.7,13.1,0,0,0
5685,추자도,2022-04-30 9:00,5.2,93,12.9,13.1,0,0,0
5686,추자도,2022-04-30 10:00,5.7,90,13.5,13.3,0,0,0
5687,추자도,2022-04-30 11:00,4.8,86,13.9,13.5,0,0,0
5688,추자도,2022-04-30 12:00,5.3,85,13.6,13.6,0,0,0
5689,추자도,2022-04-30 13:00,5.1,77,13.8,13.7,0,0,0
5690,추자도,2022-04-30 14:00,4,65,13.2,13.8,0,0,0
5691,추자도,2022-04-30 15:00,4.1,69,13.5,13.9,0,0,0
5692,추자도,2022-04-30 16:00,2.9,56,13.8,14,0,0,0
5693,추자도,2022-04-30 17:00,4.6,339,13.7,14.1,0,0,0
5694,추자도,2022-04-30 18:00,7.7,337,13.1,13.7,0,0,0
5695,추자도,2022-04-30 19:00,6.5,343,12.7,13.7,0,0,0
5696,추자도,2022-04-30 20:00,7.5,348,11.9,13.8,0,0,0
5697,추자도,2022-04-30 21:00,7.9,351,9.8,13.3,0,0,0
5698,추자도,2022-04-30 22:00,5.9,353,11.6,13.3,0,0,0
5699,추자도,2022-04-30 23:00,7,337,9.8,13.5,0,0,0
5700,추자도,2022-05-01 0:00,7.3,334,11.4,13.2,0,0,0
5701,추자도,2022-05-01 1:00,7.2,350,10.9,13.3,0,0,0
5702,추자도,2022-05-01 2:00,7.7,352,10,13.6,0,0,0
5703,추자도,2022-05-01 3:00,7.1,349,11.5,13.7,0,0,0
5704,추자도,2022-05-01 4:00,7.7,348,9.6,13.6,0,0,0
5705,추자도,2022-05-01 5:00,7.8,349,11.4,13.5,0,0,0
5706,추자도,2022-05-01 6:00,7.1,351,9.5,13.1,0,0,0
5707,추자도,2022-05-01 7:00,6.3,350,12,13.1,0,0,0
5708,추자도,2022-05-01 8:00,6.6,342,11.5,13.1,0,0,0
5709,추자도,2022-05-01 9:00,5.6,348,11.6,13.1,0,0,0
5710,추자도,2022-05-01 10:00,4.5,347,11.5,13.2,0,0,0
5711,추자도,2022-05-01 11:00,6,342,11.8,13.2,0,0,0
5712,추자도,2022-05-01 12:00,6.7,342,12,13.5,0,0,0
5713,추자도,2022-05-01 13:00,6.9,332,12.1,13.6,0,0,0
5714,추자도,2022-05-01 14:00,6.6,321,12.3,13.6,0,0,0
5715,추자도,2022-05-01 15:00,8.3,327,12.8,13.7,0,0,0
5716,추자도,2022-05-01 16:00,6.9,322,12.7,13.5,0,0,0
5717,추자도,2022-05-01 17:00,6.4,323,13.2,13.4,0,0,0
5718,추자도,2022-05-01 18:00,5.9,314,12.9,13.5,0,0,0
5719,추자도,2022-05-01 19:00,4.7,311,13,13.2,0,0,0
5720,추자도,2022-05-01 20:00,5.4,317,12.4,13,0,0,0
5721,추자도,2022-05-01 21:00,5.2,312,10.1,13,0,0,0
5722,추자도,2022-05-01 22:00,3.7,318,12,12.9,0,0,0
5723,추자도,2022-05-01 23:00,3,287,10.2,12.9,0,0,0
5724,추자도,2022-05-02 0:00,4.4,271,12.2,13.2,0,0,0
5725,추자도,2022-05-02 1:00,5.2,257,10.8,13.5,0,0,0
5726,추자도,2022-05-02 2:00,5.3,250,13.1,13.6,0,0,0
5727,추자도,2022-05-02 3:00,5.7,238,12.3,13.6,0,0,0
5728,추자도,2022-05-02 4:00,5.8,231,11.4,13.6,0,0,0
5729,추자도,2022-05-02 5:00,5.6,236,13.5,13.6,0,0,0
5730,추자도,2022-05-02 6:00,5.8,246,11.8,13.3,0,0,0
5731,추자도,2022-05-02 7:00,6.3,248,13.9,13.3,0,0,0
5732,추자도,2022-05-02 8:00,7.2,251,14.4,13.2,0,0,0
5733,추자도,2022-05-02 9:00,6.6,254,14.3,13.3,0,0,0
5734,추자도,2022-05-02 10:00,5.5,265,13.9,13.4,0,0,0
5735,추자도,2022-05-02 11:00,4.9,255,14,13.4,0,0,0
5736,추자도,2022-05-02 12:00,5.5,268,14.4,13.5,0,0,0
5737,추자도,2022-05-02 13:00,4,271,14.3,13.6,0,0,0
5738,추자도,2022-05-02 14:00,4.6,285,14.1,13.7,0,0,0
5739,추자도,2022-05-02 15:00,3.1,305,14,14,0,0,0
5740,추자도,2022-05-02 16:00,4.3,300,13.6,14,0,0,0
5741,추자도,2022-05-02 17:00,5.7,312,13.9,13.8,0,0,0
5742,추자도,2022-05-02 18:00,6.5,326,13.7,13.7,0,0,0
5743,추자도,2022-05-02 19:00,7.3,334,13.7,13.5,0,0,0
5744,추자도,2022-05-02 20:00,6.9,337,12.6,13.1,0,0,0
5745,추자도,2022-05-02 21:00,6.6,340,12.3,12.9,0,0,0
5746,추자도,2022-05-02 22:00,6.4,344,10.8,12.9,0,0,0
5747,추자도,2022-05-02 23:00,6.4,351,10.5,13.1,0,0,0
5748,추자도,2022-05-03 0:00,5.3,347,12.1,13,0,0,0
5749,추자도,2022-05-03 1:00,5,342,10.3,13.1,0,0,0
5750,추자도,2022-05-03 2:00,5.3,355,11.9,13.1,0,0,0
5751,추자도,2022-05-03 3:00,5,11,10.1,13.3,0,0,0
5752,추자도,2022-05-03 4:00,4,32,12,13.5,0,0,0
5753,추자도,2022-05-03 5:00,3.6,21,10.2,13.4,0,0,0
5754,추자도,2022-05-03 6:00,3.3,13,9.7,13.3,0,0,0
5755,추자도,2022-05-03 7:00,3.2,15,12.1,13.3,0,0,0
5756,추자도,2022-05-03 8:00,3.9,32,12.2,13.2,0,0,0
5757,추자도,2022-05-03 9:00,3.1,22,11.6,13.3,0,0,0
5758,추자도,2022-05-03 10:00,3.4,46,12,13.4,0,0,0
5759,추자도,2022-05-03 11:00,2.6,56,12.9,13.5,0,0,0
5760,추자도,2022-05-03 12:00,1.2,98,13.2,14.2,0,0,0
5761,추자도,2022-05-03 13:00,1.4,86,12.6,14.5,0,0,0
5762,추자도,2022-05-03 14:00,0.4,159,13.5,15.1,0,0,0
5763,추자도,2022-05-03 15:00,0.6,240,14.3,14.9,0,0,0
5764,추자도,2022-05-03 16:00,0.2,219,14.8,15.4,0,0,0
5765,추자도,2022-05-03 17:00,1.2,289,14.6,16.2,0,0,0
5766,추자도,2022-05-03 18:00,0.8,274,15.1,15.4,0,0,0
5767,추자도,2022-05-03 19:00,0.5,226,15,15.6,0,0,0
5768,추자도,2022-05-03 20:00,0.3,174,12,14.9,0,0,0
5769,추자도,2022-05-03 21:00,0.9,155,13.5,14.6,0,0,0
5770,추자도,2022-05-03 22:00,1.5,148,11.7,14.4,0,0,0
5771,추자도,2022-05-03 23:00,0.8,236,13.7,14.4,0,0,0
5772,추자도,2022-05-04 0:00,1,248,11.8,14.4,0,0,0
5773,추자도,2022-05-04 1:00,2.4,233,12,14.7,0,0,0
5774,추자도,2022-05-04 2:00,3,234,14,13.9,0,0,0
5775,추자도,2022-05-04 3:00,2.7,228,12,13.9,0,0,0
5776,추자도,2022-05-04 4:00,2.1,219,13.8,13.8,0,0,0
5777,추자도,2022-05-04 5:00,1.3,230,12.1,13.8,0,0,0
5778,추자도,2022-05-04 6:00,0.7,204,13.9,13.9,0,0,0
5779,추자도,2022-05-04 7:00,2.1,183,15.2,13.9,0,0,0
5780,추자도,2022-05-04 8:00,4.5,182,14.7,13.8,0,0,0
5781,추자도,2022-05-04 9:00,3.9,171,14.9,13.8,0,0,0
5782,추자도,2022-05-04 10:00,2,164,14.9,14.1,0,0,0
5783,추자도,2022-05-04 11:00,4,196,14.8,14.2,0,0,0
5784,추자도,2022-05-04 12:00,4.4,211,15.2,14.3,0,0,0
5785,추자도,2022-05-04 13:00,4.4,223,15.7,14.5,0,0,0
5786,추자도,2022-05-04 14:00,4.3,228,15.7,14.4,0,0,0
5787,추자도,2022-05-04 15:00,4.4,227,15.6,14.5,0,0,0
5788,추자도,2022-05-04 16:00,4.8,222,16.1,14.5,0,0,0
5789,추자도,2022-05-04 17:00,4,230,15.2,14.2,0,0,0
5790,추자도,2022-05-04 18:00,3.7,245,15.5,14.2,0,0,0
5791,추자도,2022-05-04 19:00,3.2,254,15.3,14.4,0,0,0
5792,추자도,2022-05-04 20:00,3.2,245,13.5,14.2,0,0,0
5793,추자도,2022-05-04 21:00,2.9,235,14,13.6,0,0,0
5794,추자도,2022-05-04 22:00,1.9,224,12.3,13.5,0,0,0
5795,추자도,2022-05-04 23:00,2.4,164,13.7,13.5,0,0,0
5796,추자도,2022-05-05 0:00,2.9,117,11.7,13.8,0,0,0
5797,추자도,2022-05-05 1:00,2.2,111,13.6,14.4,0,0,0
5798,추자도,2022-05-05 2:00,2.1,109,11.5,14.2,0,0,0
5799,추자도,2022-05-05 3:00,2.3,124,11.3,13.8,0,0,0
5800,추자도,2022-05-05 4:00,3.2,77,12.1,13.8,0,0,0
5801,추자도,2022-05-05 5:00,3.6,74,13.5,13.9,0,0,0
5802,추자도,2022-05-05 6:00,3.1,91,11.8,13.7,0,0,0
5803,추자도,2022-05-05 7:00,4,104,14.4,13.6,0,0,0
5804,추자도,2022-05-05 8:00,4,110,14.5,13.5,0,0,0
5805,추자도,2022-05-05 9:00,3.7,90,14.9,13.6,0,0,0
5806,추자도,2022-05-05 10:00,4.3,79,14.6,13.7,0,0,0
5807,추자도,2022-05-05 11:00,5,79,14.4,13.8,0,0,0
5808,추자도,2022-05-05 12:00,4.9,82,14.3,14,0,0,0
5809,추자도,2022-05-05 13:00,5.5,84,14.3,14,0,0,0
5810,추자도,2022-05-05 14:00,5.5,79,14.8,14.1,0,0,0
5811,추자도,2022-05-05 15:00,5.9,83,15.5,14.3,0,0,0
5812,추자도,2022-05-05 16:00,5.1,80,15.6,14.3,0,0,0
5813,추자도,2022-05-05 17:00,5.2,84,15.9,14.4,0,0,0
5814,추자도,2022-05-05 18:00,5,88,15.8,14.4,0,0,0
5815,추자도,2022-05-05 19:00,4.3,86,15.5,14.3,0,0,0
5816,추자도,2022-05-05 20:00,5,90,13.5,14,0,0,0
5817,추자도,2022-05-05 21:00,5.7,94,15.4,13.9,0,0,0
5818,추자도,2022-05-05 22:00,5.3,74,13,13.6,0,0,0
5819,추자도,2022-05-05 23:00,4.5,86,12.4,13.6,0,0,0
5820,추자도,2022-05-06 0:00,3.3,84,14.2,13.9,0,0,0
5821,추자도,2022-05-06 1:00,1.3,101,12.5,14.1,0,0,0
5822,추자도,2022-05-06 2:00,3.5,64,14.7,14.3,0,0,0
5823,추자도,2022-05-06 3:00,5.7,65,12.5,14.4,0,0,0
5824,추자도,2022-05-06 4:00,5.2,70,14.7,14.5,0,0,0
5825,추자도,2022-05-06 5:00,5,74,14.1,14.6,0,0,0
5826,추자도,2022-05-06 6:00,5,76,12.7,14.6,0,0,0
5827,추자도,2022-05-06 7:00,6.2,77,15,14.5,0,0,0
5828,추자도,2022-05-06 8:00,4.8,78,15,14.3,0,0,0
5829,추자도,2022-05-06 9:00,5.5,72,15,14.3,0,0,0
5830,추자도,2022-05-06 10:00,4.4,85,15.1,14.3,0,0,0
5831,추자도,2022-05-06 11:00,5.3,82,15.1,14.4,0,0,0
5832,추자도,2022-05-06 12:00,5.5,82,15.3,14.5,0,0,0
5833,추자도,2022-05-06 13:00,5.3,79,15.5,14.6,0,0,0
5834,추자도,2022-05-06 14:00,5,86,15.6,14.7,0,0,0
5835,추자도,2022-05-06 15:00,4.2,86,15.7,14.8,0,0,0
5836,추자도,2022-05-06 16:00,4.1,76,16,15.1,0,0,0
5837,추자도,2022-05-06 17:00,3.5,76,16.3,15.3,0,0,0
5838,추자도,2022-05-06 18:00,2.8,89,16.4,15.2,0,0,0
5839,추자도,2022-05-06 19:00,1.5,122,16.3,15.3,0,0,0
5840,추자도,2022-05-06 20:00,1.5,96,13.8,15.4,0,0,0
5841,추자도,2022-05-06 21:00,0.9,91,15.6,15.1,0,0,0
5842,추자도,2022-05-06 22:00,0.1,21,13.6,15,0,0,0
5843,추자도,2022-05-06 23:00,2,8,14.6,14.9,0,0,0
5844,추자도,2022-05-07 0:00,2.4,23,13,14.8,0,0,0
5845,추자도,2022-05-07 1:00,3.9,21,12.6,14.8,0,0,0
5846,추자도,2022-05-07 2:00,3.5,29,15.2,14.9,0,0,0
5847,추자도,2022-05-07 3:00,3.4,15,13.3,15,0,0,0
5848,추자도,2022-05-07 4:00,3,357,15,14.9,0,0,0
5849,추자도,2022-05-07 5:00,1.3,357,12.9,15,0,0,0
5850,추자도,2022-05-07 6:00,0.4,37,14.8,15,0,0,0
5851,추자도,2022-05-07 7:00,1.4,61,15.4,15,0,0,0
5852,추자도,2022-05-07 8:00,2.9,50,15.6,14.9,0,0,0
5853,추자도,2022-05-07 9:00,2,47,15.1,14.9,0,0,0
5854,추자도,2022-05-07 10:00,2.2,22,15.8,15.3,0,0,0
5855,추자도,2022-05-07 11:00,2.9,7,15.8,15.5,0,0,0
5856,추자도,2022-05-07 12:00,3.1,338,15.8,15.5,0,0,0
5857,추자도,2022-05-07 13:00,4.1,341,15.5,15.6,0,0,0
5858,추자도,2022-05-07 14:00,3.5,344,16.2,15.9,0,0,0
5859,추자도,2022-05-07 15:00,5.7,330,16.1,16,0,0,0
5860,추자도,2022-05-07 16:00,6.8,338,15.1,15.9,0,0,0
5861,추자도,2022-05-07 17:00,8.1,341,14.5,15.7,0,0,0
5862,추자도,2022-05-07 18:00,7.5,341,14.9,15.7,0,0,0
5863,추자도,2022-05-07 19:00,8.2,338,14.5,15.2,0,0,0
5864,추자도,2022-05-07 20:00,6.1,344,13.8,14.9,0,0,0
5865,추자도,2022-05-07 21:00,6.6,344,13.6,14.5,0,0,0
5866,추자도,2022-05-07 22:00,5.5,339,11.9,13.9,0,0,0
5867,추자도,2022-05-07 23:00,5.1,342,13.7,14.4,0,0,0
5868,추자도,2022-05-08 0:00,5.2,9,12.2,14.5,0,0,0
5869,추자도,2022-05-08 1:00,6.4,10,14,14.2,0,0,0
5870,추자도,2022-05-08 2:00,6.5,19,11.8,13.3,0,0,0
5871,추자도,2022-05-08 3:00,6.5,24,12.1,13.8,0,0,0
5872,추자도,2022-05-08 4:00,5.9,60,13.9,14,0,0,0
5873,추자도,2022-05-08 5:00,5.7,57,12.4,14,0,0,0
5874,추자도,2022-05-08 6:00,7.6,83,14.7,14.1,0,0,0
5875,추자도,2022-05-08 7:00,7.7,90,15,14.2,0,0,0
5876,추자도,2022-05-08 8:00,8.7,89,15.4,14.5,0,0,0
5877,추자도,2022-05-08 9:00,9.5,91,14.9,14.6,0,0,0
5878,추자도,2022-05-08 10:00,9,97,15.2,15.1,0,0,0
5879,추자도,2022-05-08 11:00,8.7,95,15.2,15.2,0,0,0
5880,추자도,2022-05-08 13:00,8.5,82,15.2,15.4,0,0,0
5881,추자도,2022-05-08 14:00,7.2,87,15.1,15.4,0,0,0
5882,추자도,2022-05-08 15:00,8.1,87,15.6,16.1,0,0,0
5883,추자도,2022-05-08 16:00,9.2,89,15.5,16.3,0,0,0
5884,추자도,2022-05-08 17:00,8.3,88,15.4,16.3,0,0,0
5885,추자도,2022-05-08 18:00,7.8,87,15.6,16.1,0,0,0
5886,추자도,2022-05-08 19:00,6.7,84,15.3,16,0,0,0
5887,추자도,2022-05-08 20:00,6.3,98,13.3,15.9,0,0,0
5888,추자도,2022-05-08 21:00,5.7,87,15.2,15.5,0,0,0
5889,추자도,2022-05-08 22:00,5.1,91,13.4,14.8,0,0,0
5890,추자도,2022-05-08 23:00,5,95,12.9,14.6,0,0,0
5891,추자도,2022-05-09 0:00,3.5,46,14.7,14.6,0,0,0
5892,추자도,2022-05-09 1:00,4.4,37,12,14.6,0,0,0
5893,추자도,2022-05-09 2:00,5.2,38,13.8,14.6,0,0,0
5894,추자도,2022-05-09 3:00,5,39,11.9,14.6,0,0,0
5895,추자도,2022-05-09 4:00,5.1,21,14,14.6,0,0,0
5896,추자도,2022-05-09 5:00,4.7,44,12.1,15.5,0,0,0
5897,추자도,2022-05-09 6:00,4.5,32,12.4,15.7,0,0,0
5898,추자도,2022-05-09 7:00,5.7,33,14.8,15.7,0,0,0
5899,추자도,2022-05-09 8:00,5.8,72,14.7,15.7,0,0,0
5900,추자도,2022-05-09 9:00,6.2,88,14.9,15.7,0,0,0
5901,추자도,2022-05-09 10:00,7,89,15.4,15.7,0,0,0
5902,추자도,2022-05-09 11:00,8.3,95,15.8,15.8,0,0,0
5903,추자도,2022-05-09 12:00,7.1,93,15.3,15.8,0,0,0
5904,추자도,2022-05-09 13:00,8,89,15.6,15.9,0,0,0
5905,추자도,2022-05-09 15:00,7,88,15.1,15.7,0,0,0
5906,추자도,2022-05-09 16:00,7.1,82,15.8,16.2,0,0,0
5907,추자도,2022-05-09 17:00,7.1,87,15.7,16.2,0,0,0
5908,추자도,2022-05-09 18:00,7.1,93,15.6,16.2,0,0,0
5909,추자도,2022-05-09 19:00,7.2,100,16.4,16.2,0,0,0
5910,추자도,2022-05-09 20:00,6,106,14.1,16.1,0,0,0
5911,추자도,2022-05-09 21:00,5.9,99,16,15.7,0,0,0
5912,추자도,2022-05-09 22:00,6.5,93,13.8,15.2,0,0,0
5913,추자도,2022-05-09 23:00,4.7,78,15.1,15.1,0,0,0
5914,추자도,2022-05-10 0:00,6.1,83,13.5,15.4,0,0,0
5915,추자도,2022-05-10 1:00,5.4,75,14.8,15.5,0,0,0
5916,추자도,2022-05-10 2:00,6.4,82,15.1,15.6,0,0,0
5917,추자도,2022-05-10 3:00,5.5,72,13.2,15.6,0,0,0
5918,추자도,2022-05-10 4:00,4.4,70,14.4,15.6,0,0,0
5919,추자도,2022-05-10 5:00,2.9,65,12.5,15.4,0,0,0
5920,추자도,2022-05-10 6:00,4.2,74,14.5,15.3,0,0,0
5921,추자도,2022-05-10 7:00,4.2,76,15.3,15,0,0,0
5922,추자도,2022-05-10 8:00,5.5,76,15.5,14.9,0,0,0
5923,추자도,2022-05-10 9:00,6.1,84,15.4,14.9,0,0,0
5924,추자도,2022-05-10 10:00,8.3,92,15.9,14.9,0,0,0
5925,추자도,2022-05-10 11:00,8.9,91,15.8,14.9,0,0,0
5926,추자도,2022-05-10 12:00,8.6,91,15.8,15.1,0,0,0
5927,추자도,2022-05-10 13:00,8.5,87,15.5,15.2,0,0,0
5928,추자도,2022-05-10 14:00,7.4,84,15.9,15.4,0,0,0
5929,추자도,2022-05-10 15:00,9.1,91,15.8,15.5,0,0,0
5930,추자도,2022-05-10 16:00,8.6,89,15.7,15.5,0,0,0
5931,추자도,2022-05-10 17:00,8.8,89,15.6,15.5,0,0,0
5932,추자도,2022-05-10 18:00,8.8,88,16.2,15.5,0,0,0
5933,추자도,2022-05-10 19:00,8.1,94,16,15.5,0,0,0
5934,추자도,2022-05-10 20:00,8,99,15.5,15.5,0,0,0
5935,추자도,2022-05-10 21:00,7.4,91,15.3,15.5,0,0,0
5936,추자도,2022-05-10 22:00,6.6,84,13.6,15.5,0,0,0
5937,추자도,2022-05-10 23:00,7.5,86,15.3,15.5,0,0,0
5938,추자도,2022-05-11 0:00,6.8,88,13.4,15.6,0,0,0
5939,추자도,2022-05-11 1:00,6.8,81,15.3,15.7,0,0,0
5940,추자도,2022-05-11 2:00,7.3,75,13.1,15.7,0,0,0
5941,추자도,2022-05-11 3:00,7.2,84,15.1,15.7,0,0,0
5942,추자도,2022-05-11 4:00,7,86,14.9,15.4,0,0,0
5943,추자도,2022-05-11 5:00,6.8,66,13.1,15.2,0,0,0
5944,추자도,2022-05-11 6:00,7.2,81,14.9,15.5,0,0,0
5945,추자도,2022-05-11 8:00,7.7,78,15.4,15.6,0,0,0
5946,추자도,2022-05-11 9:00,7.6,89,15.6,15.6,0,0,0
5947,추자도,2022-05-11 10:00,7,85,16,15.5,0,0,0
5948,추자도,2022-05-11 11:00,6.9,87,15.8,15.5,0,0,0
5949,추자도,2022-05-11 12:00,7,83,16.2,15.5,0,0,0
5950,추자도,2022-05-11 13:00,6.8,71,16,15.5,0,0,0
5951,추자도,2022-05-11 14:00,6.7,69,16.4,15.6,0,0,0
5952,추자도,2022-05-11 15:00,6.2,65,16.2,15.7,0,0,0
5953,추자도,2022-05-11 16:00,6.2,72,16.3,15.7,0,0,0
5954,추자도,2022-05-11 17:00,4.3,64,16,15.8,0,0,0
5955,추자도,2022-05-11 18:00,4.2,92,16.1,15.8,0,0,0
5956,추자도,2022-05-11 19:00,3.3,66,16.4,15.7,0,0,0
5957,추자도,2022-05-11 20:00,3.6,26,15.2,15.6,0,0,0
5958,추자도,2022-05-11 21:00,2.8,41,13.4,15.6,0,0,0
5959,추자도,2022-05-11 22:00,2,89,15.5,15.5,0,0,0
5960,추자도,2022-05-11 23:00,0.3,359,13.9,15.6,0,0,0
5961,추자도,2022-05-12 0:00,2.2,315,13.4,15.7,0,0,0
5962,추자도,2022-05-12 1:00,2.9,350,15.2,15.8,0,0,0
5963,추자도,2022-05-12 2:00,4.6,354,13.1,15.9,0,0,0
5964,추자도,2022-05-12 3:00,4.6,15,14.8,15.8,0,0,0
5965,추자도,2022-05-12 4:00,5.2,17,12.7,15.6,0,0,0
5966,추자도,2022-05-12 5:00,3.8,27,15.1,15.2,0,0,0
5967,추자도,2022-05-12 6:00,2.9,43,14.4,14.9,0,0,0
5968,추자도,2022-05-12 7:00,3.2,7,15.4,14.9,0,0,0
5969,추자도,2022-05-12 8:00,3.4,28,15.7,15,0,0,0
5970,추자도,2022-05-12 9:00,3.9,23,14.9,15.8,0,0,0
5971,추자도,2022-05-12 10:00,2.7,49,15.8,15.7,0,0,0
5972,추자도,2022-05-12 11:00,3.6,24,16,15.8,0,0,0
5973,추자도,2022-05-12 12:00,4,12,15.5,15.8,0,0,0
5974,추자도,2022-05-12 13:00,4.1,26,15.8,16.2,0,0,0
5975,추자도,2022-05-12 14:00,2.4,60,16.3,16.3,0,0,0
5976,추자도,2022-05-12 15:00,1.4,11,16.5,16.5,0,0,0
5977,추자도,2022-05-12 16:00,2.4,341,16.8,16.5,0,0,0
5978,추자도,2022-05-12 17:00,6.5,341,16.2,16.6,0,0,0
5979,추자도,2022-05-12 18:00,4.9,6,15.6,16.5,0,0,0
5980,추자도,2022-05-12 19:00,3.4,8,16.2,16.4,0,0,0
5981,추자도,2022-05-12 20:00,3.5,356,13.7,16.4,0,0,0
5982,추자도,2022-05-12 21:00,2.5,1,15.2,16.2,0,0,0
5983,추자도,2022-05-12 22:00,3,15,13.3,16.2,0,0,0
5984,추자도,2022-05-12 23:00,2.5,7,15.3,16.2,0,0,0
5985,추자도,2022-05-13 0:00,4.2,10,13.1,16.2,0,0,0
5986,추자도,2022-05-13 1:00,3.6,16,15,16.1,0,0,0
5987,추자도,2022-05-13 2:00,3,42,15.2,16.1,0,0,0
5988,추자도,2022-05-13 3:00,3.7,16,13.4,16.3,0,0,0
5989,추자도,2022-05-13 4:00,4.3,30,15.2,16.1,0,0,0
5990,추자도,2022-05-13 5:00,2.7,63,13.4,15.9,0,0,0
5991,추자도,2022-05-13 6:00,4.5,80,15.8,15.9,0,0,0
5992,추자도,2022-05-13 7:00,3.6,54,16.2,15.9,0,0,0
5993,추자도,2022-05-13 8:00,4.9,47,16,16.2,0,0,0
5994,추자도,2022-05-13 9:00,4.9,52,15.6,16.1,0,0,0
5995,추자도,2022-05-13 10:00,4.7,54,15.3,15.9,0,0,0
5996,추자도,2022-05-13 11:00,3.9,41,15.2,16.2,0,0,0
5997,추자도,2022-05-13 12:00,3.9,29,15.4,16.5,0,0,0
5998,추자도,2022-05-13 13:00,4.4,58,15.7,16.6,0,0,0
5999,추자도,2022-05-13 14:00,3.5,55,15.9,16.4,0,0,0
6000,추자도,2022-05-13 15:00,6.6,341,15.4,16,0,0,0
6001,추자도,2022-05-13 16:00,10.5,348,14.5,16,0.5,0,0
6002,추자도,2022-05-13 17:00,5.9,358,15.5,16.2,0,0,0
6003,추자도,2022-05-13 18:00,5.3,334,14.9,16.3,0,0,0
6004,추자도,2022-05-13 19:00,6.9,349,15.1,16.3,0,0,0
6005,추자도,2022-05-13 20:00,6.6,342,14.5,16.2,0,0,0
6006,추자도,2022-05-13 21:00,6.8,338,12.8,16.2,0,0,0
6007,추자도,2022-05-13 22:00,6.4,343,12.2,16.1,0,0,0
6008,추자도,2022-05-13 23:00,6.9,344,14.1,15.8,0,0,0
6009,추자도,2022-05-14 0:00,7.7,337,12.2,15.7,0,0,0
6010,추자도,2022-05-14 1:00,7.6,345,14.1,15.7,0,0,0
6011,추자도,2022-05-14 2:00,6.7,343,12.1,15.9,0,0,0
6012,추자도,2022-05-14 3:00,8.1,349,14.3,15.9,0,0,0
6013,추자도,2022-05-14 4:00,7.5,346,12.3,15.5,0,0,0
6014,추자도,2022-05-14 5:00,7.5,349,11.9,15.3,0,0,0
6015,추자도,2022-05-14 6:00,6.8,353,13.4,15.3,0,0,0
6016,추자도,2022-05-14 7:00,5.6,358,14.1,15.3,0,0,0
6017,추자도,2022-05-14 8:00,5.7,351,14.4,15.3,0,0,0
6018,추자도,2022-05-14 9:00,5,355,14.4,15.5,0,0,0
6019,추자도,2022-05-14 10:00,4.9,341,14.2,15.7,0,0,0
6020,추자도,2022-05-14 11:00,4.7,348,14.3,15.8,0,0,0
6021,추자도,2022-05-14 12:00,5,343,14.9,16.2,0,0,0
6022,추자도,2022-05-14 13:00,5.3,322,15.1,16.3,0,0,0
6023,추자도,2022-05-14 14:00,6.8,312,15.2,16.1,0,0,0
6024,추자도,2022-05-14 15:00,7.3,325,15.3,16.2,0,0,0
6025,추자도,2022-05-14 16:00,7.5,322,15.4,15.8,0,0,0
6026,추자도,2022-05-14 17:00,7.6,326,14.9,15.7,0,0,0
6027,추자도,2022-05-14 18:00,8.8,336,15.1,15.7,0,0,0
6028,추자도,2022-05-14 19:00,7.3,338,14.8,15.7,0,0,0
6029,추자도,2022-05-14 20:00,6.9,338,14.2,15.6,0,0,0
6030,추자도,2022-05-14 21:00,5.7,348,12,15.6,0,0,0
6031,추자도,2022-05-14 22:00,5.5,349,13.8,15.5,0,0,0
6032,추자도,2022-05-14 23:00,5.2,350,12.3,15.4,0,0,0
6033,추자도,2022-05-15 0:00,6.7,351,12.1,15.3,0,0,0
6034,추자도,2022-05-15 1:00,6.9,348,13.9,15.3,0,0,0
